Date,Year,Month,Quarter,Branch,ProductCategory,ProductName,UnitsSold,UnitPrice,TotalSales,COGS,Profit Margin,GrossProfit,OperatingExpenses,Expense Ratio,NetProfit,PaymentMethod,Region
30-06-2023,2023,6,Q2,Store_3,Home Decor,Chair,7,322.18,2255.26,1785.51,20.83%,469.75,308.03,13.66%,161.72,Digital Wallet,West
13-03-2024,2024,3,Q1,Store_7,Sports,Running Shoes,6,338.91,2033.46,1204.17,40.78%,829.29,258.22,12.70%,571.07,Cash,South
02-10-2024,2024,10,Q4,Store_6,Toys,Lego Set,11,109.81,1207.91,697.6,42.25%,510.31,325.71,26.96%,184.60,Cash,East
02-01-2022,2022,1,Q1,Store_8,Clothing,Dress,11,228.81,2516.91,1534,39.05%,982.91,746.24,29.65%,236.67,Digital Wallet,West
12-11-2024,2024,11,Q4,Store_2,Home Decor,Sofa,3,160.78,482.34,347.32,27.99%,135.02,65.10,13.50%,69.92,Card,East
11-08-2023,2023,8,Q3,Store_6,Sports,Running Shoes,12,396.78,4761.36,2801.29,41.17%,1960.07,1096.22,23.02%,863.85,Cash,East
23-07-2022,2022,7,Q3,Store_5,Toys,Action Figure,9,229.74,2067.66,1537.67,25.63%,529.99,246.96,11.94%,283.03,Cash,South
26-11-2024,2024,11,Q4,Store_8,Home Decor,Lamp,1,301.51,301.51,223.87,25.75%,77.64,37.23,12.35%,40.41,Card,South
12-05-2023,2023,5,Q2,Store_2,Toys,Puzzle,17,119.9,2038.30,1137.56,44.19%,900.74,235.15,11.54%,665.59,Cash,South
08-09-2024,2024,9,Q3,Store_1,Sports,Running Shoes,18,332.44,5983.92,4275.63,28.55%,1708.29,1294.77,21.64%,413.52,Cash,West
07-03-2023,2023,3,Q1,Store_2,Sports,Basketball,8,454.28,3634.24,2493.61,31.39%,1140.63,869.22,23.92%,271.41,Card,North
05-03-2024,2024,3,Q1,Store_6,Groceries,Milk,1,476.63,476.63,235.99,50.49%,240.64,125.38,26.31%,115.26,Card,East
11-11-2022,2022,11,Q4,Store_2,Clothing,Jacket,10,430.32,4303.20,3430.56,20.28%,872.64,628.05,14.59%,244.59,Digital Wallet,East
12-08-2023,2023,8,Q3,Store_6,Home Decor,Chair,4,80.65,322.60,133.26,58.69%,189.34,48.18,14.93%,141.16,Digital Wallet,North
24-10-2024,2024,10,Q4,Store_3,Electronics,Camera,14,234.67,3285.38,1940.16,40.95%,1345.22,631.34,19.22%,713.88,Card,West
03-07-2024,2024,7,Q3,Store_9,Sports,Running Shoes,3,277.23,831.69,434.97,47.70%,396.72,179.34,21.56%,217.38,Digital Wallet,West
21-06-2024,2024,6,Q2,Store_4,Toys,Lego Set,8,385.77,3086.16,2005.59,35.01%,1080.57,544.36,17.64%,536.21,Card,East
09-11-2024,2024,11,Q4,Store_4,Sports,Football,16,340.05,5440.80,3700.43,31.99%,1740.37,1241.69,22.82%,498.68,Card,South
22-12-2024,2024,12,Q4,Store_7,Electronics,Laptop,6,143.57,861.42,445.06,48.33%,416.36,117.62,13.65%,298.74,Card,North
06-11-2022,2022,11,Q4,Store_8,Clothing,Shoes,12,444.74,5336.88,2583.6,51.59%,2753.28,1136.55,21.30%,1616.73,Cash,North
12-07-2022,2022,7,Q3,Store_6,Sports,Gym Bag,3,28.64,85.92,56.3,34.47%,29.62,21.61,25.15%,8.01,Card,South
13-04-2022,2022,4,Q2,Store_6,Electronics,Headphones,1,400.62,400.62,187.73,53.14%,212.89,112.41,28.06%,100.48,Cash,North
12-09-2024,2024,9,Q3,Store_6,Electronics,Laptop,10,436.2,4362.00,2781.8,36.23%,1580.20,624.02,14.31%,956.18,Cash,South
06-10-2024,2024,10,Q4,Store_6,Sports,Tennis Racket,16,406.01,6496.16,4593.06,29.30%,1903.10,1305.93,20.10%,597.17,Card,West
30-10-2022,2022,10,Q4,Store_9,Electronics,Tablet,4,140.95,563.80,250.57,55.56%,313.23,104.56,18.55%,208.67,Digital Wallet,South
01-04-2022,2022,4,Q2,Store_3,Groceries,Milk,13,211.42,2748.46,2002.81,27.13%,745.65,816.47,29.71%,-70.82,Digital Wallet,North
26-05-2023,2023,5,Q2,Store_3,Home Decor,Sofa,6,89.68,538.08,388.22,27.85%,149.86,144.13,26.79%,5.73,Digital Wallet,West
06-02-2023,2023,2,Q1,Store_3,Home Decor,Lamp,1,282.84,282.84,160.1,43.40%,122.74,54.61,19.31%,68.13,Digital Wallet,East
10-09-2024,2024,9,Q3,Store_2,Home Decor,Lamp,15,411.22,6168.30,2541.58,58.80%,3626.72,1048.19,16.99%,2578.53,Cash,West
03-10-2024,2024,10,Q4,Store_5,Toys,Lego Set,6,280.45,1682.70,914.46,45.66%,768.24,474.97,28.23%,293.27,Cash,South
03-06-2024,2024,6,Q2,Store_3,Groceries,Milk,18,422.03,7596.54,5800.17,23.65%,1796.37,1207.08,15.89%,589.29,Card,East
27-11-2024,2024,11,Q4,Store_6,Electronics,Headphones,7,386.29,2704.03,1893.62,29.97%,810.41,281.33,10.40%,529.08,Digital Wallet,North
29-07-2024,2024,7,Q3,Store_5,Toys,Doll,3,282.5,847.50,616.31,27.28%,231.19,129.76,15.31%,101.43,Digital Wallet,West
18-06-2023,2023,6,Q2,Store_2,Home Decor,Chair,3,492.96,1478.88,1059.64,28.35%,419.24,325.76,22.03%,93.48,Cash,South
23-04-2022,2022,4,Q2,Store_6,Home Decor,Sofa,12,315.87,3790.44,1537.23,59.44%,2253.21,886.51,23.39%,1366.70,Cash,West
16-02-2022,2022,2,Q1,Store_8,Clothing,Shirt,2,310.46,620.92,314.53,49.34%,306.39,151.67,24.43%,154.72,Cash,West
10-07-2024,2024,7,Q3,Store_7,Electronics,Camera,9,17.69,159.21,83.86,47.33%,75.35,44.02,27.65%,31.33,Cash,North
15-09-2023,2023,9,Q3,Store_10,Electronics,Tablet,8,207.19,1657.52,1141.39,31.14%,516.13,171.78,10.36%,344.35,Cash,North
15-11-2022,2022,11,Q4,Store_9,Home Decor,Lamp,7,371.03,2597.21,2023.6,22.09%,573.61,713.57,27.47%,-139.96,Card,East
22-02-2023,2023,2,Q1,Store_7,Clothing,Shirt,10,237.71,2377.10,1635.7,31.19%,741.40,585.87,24.65%,155.53,Cash,North
17-08-2024,2024,8,Q3,Store_9,Sports,Running Shoes,9,372.78,3355.02,2154.21,35.79%,1200.81,954.03,28.44%,246.78,Cash,West
15-02-2023,2023,2,Q1,Store_9,Toys,Board Game,19,203.99,3875.81,2767.33,28.60%,1108.48,1105.98,28.54%,2.50,Digital Wallet,North
17-04-2022,2022,4,Q2,Store_5,Electronics,Headphones,12,314.15,3769.80,1594.03,57.72%,2175.77,398.71,10.58%,1777.06,Digital Wallet,North
15-12-2024,2024,12,Q4,Store_1,Clothing,Shoes,5,343.31,1716.55,1229.77,28.36%,486.78,267.07,15.56%,219.71,Cash,North
27-08-2022,2022,8,Q3,Store_3,Home Decor,Sofa,7,458.73,3211.11,2245.28,30.08%,965.83,819.88,25.53%,145.95,Card,South
19-12-2022,2022,12,Q4,Store_3,Electronics,Tablet,18,172.66,3107.88,1385.21,55.43%,1722.67,595.94,19.18%,1126.73,Card,South
27-12-2023,2023,12,Q4,Store_3,Electronics,Headphones,18,355.11,6391.98,4415.19,30.93%,1976.79,1393.10,21.79%,583.69,Card,North
03-11-2022,2022,11,Q4,Store_7,Sports,Gym Bag,4,472.45,1889.80,1047.64,44.56%,842.16,450.11,23.82%,392.05,Digital Wallet,North
21-07-2023,2023,7,Q3,Store_6,Electronics,Smartphone,15,215.94,3239.10,2537.52,21.66%,701.58,804.07,24.82%,-102.49,Card,North
22-03-2024,2024,3,Q1,Store_10,Sports,Football,2,403.17,806.34,590.4,26.78%,215.94,217.91,27.02%,-1.97,Digital Wallet,East
05-11-2023,2023,11,Q4,Store_5,Sports,Tennis Racket,1,138.37,138.37,86.15,37.74%,52.22,21.56,15.58%,30.66,Cash,North
02-10-2022,2022,10,Q4,Store_1,Clothing,Dress,16,472.83,7565.28,5134.18,32.13%,2431.10,1506.56,19.91%,924.54,Card,West
20-07-2022,2022,7,Q3,Store_7,Sports,Gym Bag,5,479.16,2395.80,1031.97,56.93%,1363.83,429.82,17.94%,934.01,Card,North
31-07-2024,2024,7,Q3,Store_7,Home Decor,Curtains,15,403.81,6057.15,4044.2,33.23%,2012.95,1493.02,24.65%,519.93,Card,East
02-09-2024,2024,9,Q3,Store_7,Toys,Doll,10,173.03,1730.30,1100.84,36.38%,629.46,427.09,24.68%,202.37,Digital Wallet,North
09-04-2024,2024,4,Q2,Store_4,Home Decor,Lamp,9,446.41,4017.69,1935.99,51.81%,2081.70,1091.91,27.18%,989.79,Cash,North
12-06-2024,2024,6,Q2,Store_1,Electronics,Laptop,13,226.05,2938.65,1430.67,51.32%,1507.98,501.56,17.07%,1006.42,Digital Wallet,West
20-05-2024,2024,5,Q2,Store_3,Sports,Tennis Racket,15,207.93,3118.95,2474.44,20.66%,644.51,777.41,24.93%,-132.90,Card,South
04-11-2024,2024,11,Q4,Store_4,Toys,Doll,12,18.86,226.32,174.88,22.73%,51.44,46.30,20.46%,5.14,Card,East
11-07-2024,2024,7,Q3,Store_4,Electronics,Laptop,2,330.48,660.96,356.43,46.07%,304.53,94.17,14.25%,210.36,Cash,West
07-09-2023,2023,9,Q3,Store_2,Sports,Running Shoes,4,362.47,1449.88,750.27,48.25%,699.61,225.78,15.57%,473.83,Digital Wallet,North
09-11-2024,2024,11,Q4,Store_10,Sports,Running Shoes,2,358.61,717.22,534.95,25.41%,182.27,113.61,15.84%,68.66,Cash,South
28-05-2024,2024,5,Q2,Store_7,Sports,Running Shoes,6,486.31,2917.86,1443.74,50.52%,1474.12,787.02,26.97%,687.10,Card,South
20-11-2024,2024,11,Q4,Store_7,Groceries,Fruits,11,476.75,5244.25,2491.08,52.50%,2753.17,1552.23,29.60%,1200.94,Digital Wallet,West
10-08-2023,2023,8,Q3,Store_9,Home Decor,Chair,3,181.61,544.83,336.69,38.20%,208.14,90.88,16.68%,117.26,Cash,East
15-06-2024,2024,6,Q2,Store_5,Sports,Running Shoes,6,159.47,956.82,759.97,20.57%,196.85,282.13,29.49%,-85.28,Card,West
26-08-2023,2023,8,Q3,Store_6,Home Decor,Curtains,15,28.04,420.60,292.94,30.35%,127.66,52.73,12.54%,74.93,Cash,West
30-05-2023,2023,5,Q2,Store_10,Sports,Running Shoes,14,459.66,6435.24,4940.98,23.22%,1494.26,712.53,11.07%,781.73,Digital Wallet,South
27-02-2022,2022,2,Q1,Store_6,Toys,Board Game,7,450.65,3154.55,1504.09,52.32%,1650.46,621.32,19.70%,1029.14,Card,West
05-09-2023,2023,9,Q3,Store_1,Electronics,Laptop,8,230.5,1844.00,1019.89,44.69%,824.11,531.56,28.83%,292.55,Card,North
07-08-2023,2023,8,Q3,Store_8,Clothing,Jacket,3,55.38,166.14,96.61,41.85%,69.53,37.46,22.55%,32.07,Digital Wallet,South
02-01-2022,2022,1,Q1,Store_5,Clothing,Dress,11,223.61,2459.71,1321.11,46.29%,1138.60,514.70,20.93%,623.90,Digital Wallet,East
11-05-2023,2023,5,Q2,Store_5,Sports,Tennis Racket,3,175.29,525.87,358.34,31.86%,167.53,123.26,23.44%,44.27,Digital Wallet,East
28-11-2022,2022,11,Q4,Store_6,Electronics,Laptop,17,391.18,6650.06,3528.74,46.94%,3121.32,1807.08,27.17%,1314.24,Digital Wallet,East
11-11-2024,2024,11,Q4,Store_6,Home Decor,Chair,14,354.87,4968.18,3815.64,23.20%,1152.54,765.78,15.41%,386.76,Card,East
03-12-2023,2023,12,Q4,Store_1,Groceries,Rice,12,277.59,3331.08,2289.51,31.27%,1041.57,954.46,28.65%,87.11,Card,North
30-09-2023,2023,9,Q3,Store_10,Electronics,Laptop,2,385.65,771.30,394.86,48.81%,376.44,189.48,24.57%,186.96,Digital Wallet,South
19-03-2024,2024,3,Q1,Store_1,Home Decor,Table,1,428.81,428.81,244.73,42.93%,184.08,102.83,23.98%,81.25,Digital Wallet,North
13-03-2022,2022,3,Q1,Store_5,Sports,Tennis Racket,15,30.57,458.55,204.35,55.44%,254.20,107.24,23.39%,146.96,Cash,West
01-03-2023,2023,3,Q1,Store_2,Toys,Action Figure,14,422.69,5917.66,3974.21,32.84%,1943.45,1144.17,19.33%,799.28,Digital Wallet,South
21-08-2024,2024,8,Q3,Store_2,Clothing,Shirt,5,117.22,586.10,467.57,20.22%,118.53,61.92,10.56%,56.61,Cash,North
20-05-2024,2024,5,Q2,Store_2,Home Decor,Sofa,3,353.43,1060.29,516.3,51.31%,543.99,183.06,17.27%,360.93,Card,South
23-05-2023,2023,5,Q2,Store_6,Groceries,Milk,19,120.13,2282.47,1476.2,35.32%,806.27,460.60,20.18%,345.67,Cash,South
13-02-2023,2023,2,Q1,Store_8,Home Decor,Lamp,4,219.15,876.60,433.8,50.51%,442.80,129.64,14.79%,313.16,Digital Wallet,South
01-04-2023,2023,4,Q2,Store_9,Toys,Board Game,1,304.66,304.66,242.01,20.56%,62.65,48.62,15.96%,14.03,Cash,West
02-10-2024,2024,10,Q4,Store_6,Clothing,Dress,5,164.82,824.10,358.7,56.47%,465.40,91.99,11.16%,373.41,Digital Wallet,South
09-02-2024,2024,2,Q1,Store_8,Electronics,Headphones,10,95.23,952.30,727.19,23.64%,225.11,200.44,21.05%,24.67,Cash,North
17-04-2022,2022,4,Q2,Store_8,Toys,Lego Set,5,201.32,1006.60,551.62,45.20%,454.98,158.00,15.70%,296.98,Card,North
17-04-2022,2022,4,Q2,Store_3,Electronics,Smartphone,7,480.52,3363.64,2404.23,28.52%,959.41,588.83,17.51%,370.58,Digital Wallet,North
30-09-2024,2024,9,Q3,Store_3,Groceries,Eggs,16,267.71,4283.36,2003.4,53.23%,2279.96,1148.84,26.82%,1131.12,Digital Wallet,North
23-02-2024,2024,2,Q1,Store_8,Clothing,Shirt,11,332.9,3661.90,1608.06,56.09%,2053.84,877.23,23.96%,1176.61,Cash,West
26-01-2024,2024,1,Q1,Store_2,Clothing,Jeans,6,16.11,96.66,49.13,49.17%,47.53,15.81,16.36%,31.72,Card,West
24-02-2023,2023,2,Q1,Store_9,Groceries,Fruits,11,490.46,5395.06,3790.3,29.74%,1604.76,1612.03,29.88%,-7.27,Cash,West
14-03-2022,2022,3,Q1,Store_3,Sports,Running Shoes,16,423.74,6779.84,3678.95,45.74%,3100.89,993.42,14.65%,2107.47,Digital Wallet,East
28-10-2023,2023,10,Q4,Store_1,Groceries,Bread,7,95.79,670.53,425.98,36.47%,244.55,104.53,15.59%,140.02,Cash,South
29-12-2024,2024,12,Q4,Store_6,Clothing,Jeans,1,234.2,234.20,180.88,22.77%,53.32,61.02,26.05%,-7.70,Card,East
08-07-2024,2024,7,Q3,Store_8,Clothing,Jeans,17,97.87,1663.79,696.21,58.16%,967.58,225.62,13.56%,741.96,Digital Wallet,West
02-08-2022,2022,8,Q3,Store_10,Electronics,Tablet,19,475.75,9039.25,7029.8,22.23%,2009.45,2423.99,26.82%,-414.54,Card,North
26-02-2023,2023,2,Q1,Store_8,Electronics,Tablet,1,456.21,456.21,311.46,31.73%,144.75,79.30,17.38%,65.45,Cash,East
19-08-2024,2024,8,Q3,Store_9,Groceries,Rice,19,373.34,7093.46,3440.82,51.49%,3652.64,2006.27,28.28%,1646.37,Cash,East
17-05-2022,2022,5,Q2,Store_8,Toys,Puzzle,1,150.22,150.22,100.68,32.98%,49.54,38.98,25.95%,10.56,Digital Wallet,West
30-06-2024,2024,6,Q2,Store_9,Home Decor,Chair,19,126.87,2410.53,1570.19,34.86%,840.34,261.93,10.87%,578.41,Digital Wallet,West
29-03-2023,2023,3,Q1,Store_10,Electronics,Camera,17,149.06,2534.02,1166.26,53.98%,1367.76,468.89,18.50%,898.87,Cash,East
04-03-2023,2023,3,Q1,Store_8,Sports,Basketball,16,391.27,6260.32,4294.53,31.40%,1965.79,718.45,11.48%,1247.34,Digital Wallet,South
17-04-2023,2023,4,Q2,Store_3,Clothing,Jacket,11,447.86,4926.46,2484.33,49.57%,2442.13,1464.88,29.73%,977.25,Card,North
01-11-2023,2023,11,Q4,Store_6,Clothing,Dress,18,484.59,8722.62,5913.82,32.20%,2808.80,1572.38,18.03%,1236.42,Digital Wallet,East
26-09-2023,2023,9,Q3,Store_4,Groceries,Eggs,10,147.96,1479.60,1172.54,20.75%,307.06,410.99,27.78%,-103.93,Digital Wallet,East
23-11-2022,2022,11,Q4,Store_8,Sports,Running Shoes,19,57.44,1091.36,768.61,29.57%,322.75,238.05,21.81%,84.70,Digital Wallet,South
16-09-2023,2023,9,Q3,Store_9,Toys,Doll,12,33.39,400.68,231.09,42.33%,169.59,99.21,24.76%,70.38,Digital Wallet,East
13-12-2023,2023,12,Q4,Store_7,Groceries,Rice,15,324.5,4867.50,2413.02,50.43%,2454.48,1331.54,27.36%,1122.94,Digital Wallet,East
16-12-2023,2023,12,Q4,Store_9,Sports,Running Shoes,12,437.47,5249.64,3916.09,25.40%,1333.55,918.99,17.51%,414.56,Cash,South
14-12-2022,2022,12,Q4,Store_5,Toys,Lego Set,11,356.76,3924.36,2786.35,29.00%,1138.01,861.61,21.96%,276.40,Card,South
10-06-2022,2022,6,Q2,Store_10,Toys,Puzzle,8,409.72,3277.76,1813.03,44.69%,1464.73,508.37,15.51%,956.36,Cash,East
22-07-2024,2024,7,Q3,Store_2,Electronics,Smartphone,9,180.12,1621.08,1107.27,31.70%,513.81,450.40,27.78%,63.41,Card,West
18-03-2024,2024,3,Q1,Store_8,Electronics,Tablet,8,95.42,763.36,310.2,59.36%,453.16,95.91,12.56%,357.25,Cash,North
08-07-2024,2024,7,Q3,Store_2,Groceries,Milk,13,326.12,4239.56,1798.87,57.57%,2440.69,946.69,22.33%,1494.00,Cash,East
08-04-2022,2022,4,Q2,Store_2,Sports,Football,2,479.75,959.50,448.36,53.27%,511.14,189.53,19.75%,321.61,Digital Wallet,East
30-12-2024,2024,12,Q4,Store_9,Groceries,Rice,18,324.08,5833.44,4648.81,20.31%,1184.63,1186.94,20.35%,-2.31,Cash,South
07-08-2024,2024,8,Q3,Store_10,Groceries,Rice,9,140.35,1263.15,692.45,45.18%,570.70,205.75,16.29%,364.95,Cash,North
18-05-2024,2024,5,Q2,Store_9,Toys,Lego Set,16,41.06,656.96,520.13,20.83%,136.83,156.28,23.79%,-19.45,Digital Wallet,East
17-06-2024,2024,6,Q2,Store_8,Toys,Lego Set,3,268.3,804.90,402,50.06%,402.90,175.82,21.84%,227.08,Card,East
01-11-2022,2022,11,Q4,Store_1,Groceries,Milk,18,215.22,3873.96,1583.19,59.13%,2290.77,677.84,17.50%,1612.93,Card,East
24-07-2024,2024,7,Q3,Store_1,Sports,Tennis Racket,3,392.05,1176.15,667.83,43.22%,508.32,303.55,25.81%,204.77,Card,West
23-09-2024,2024,9,Q3,Store_3,Sports,Tennis Racket,12,337.11,4045.32,2152.72,46.78%,1892.60,662.57,16.38%,1230.03,Cash,South
20-04-2024,2024,4,Q2,Store_2,Electronics,Headphones,6,221.64,1329.84,986.99,25.78%,342.85,146.33,11.00%,196.52,Cash,West
17-10-2024,2024,10,Q4,Store_9,Sports,Basketball,8,256.14,2049.12,935.91,54.33%,1113.21,488.36,23.83%,624.85,Digital Wallet,East
03-12-2022,2022,12,Q4,Store_10,Clothing,Jeans,8,298.34,2386.72,1776.58,25.56%,610.14,594.81,24.92%,15.33,Digital Wallet,West
21-02-2024,2024,2,Q1,Store_9,Home Decor,Sofa,7,425.21,2976.47,1453.37,51.17%,1523.10,477.24,16.03%,1045.86,Digital Wallet,South
20-12-2022,2022,12,Q4,Store_6,Electronics,Headphones,7,342.79,2399.53,1609.09,32.94%,790.44,337.39,14.06%,453.05,Card,North
02-12-2024,2024,12,Q4,Store_10,Sports,Football,5,382.71,1913.55,1480.46,22.63%,433.09,394.37,20.61%,38.72,Cash,North
25-08-2022,2022,8,Q3,Store_6,Sports,Running Shoes,6,161.62,969.72,412.28,57.48%,557.44,121.02,12.48%,436.42,Digital Wallet,North
05-04-2023,2023,4,Q2,Store_4,Toys,Board Game,12,50.5,606.00,255.67,57.81%,350.33,67.10,11.07%,283.23,Cash,North
02-02-2023,2023,2,Q1,Store_10,Electronics,Headphones,2,320.47,640.94,389.82,39.18%,251.12,116.10,18.11%,135.02,Cash,South
01-08-2023,2023,8,Q3,Store_8,Clothing,Dress,15,126.67,1900.05,1347.25,29.09%,552.80,343.45,18.08%,209.35,Card,West
06-12-2024,2024,12,Q4,Store_1,Electronics,Headphones,3,203.75,611.25,252.92,58.62%,358.33,159.85,26.15%,198.48,Digital Wallet,East
07-12-2022,2022,12,Q4,Store_8,Toys,Board Game,12,340.82,4089.84,2830.29,30.80%,1259.55,583.14,14.26%,676.41,Cash,South
17-02-2022,2022,2,Q1,Store_4,Clothing,Jacket,17,5.56,94.52,54.11,42.75%,40.41,16.33,17.28%,24.08,Cash,North
16-01-2022,2022,1,Q1,Store_6,Home Decor,Lamp,4,354.7,1418.80,881.73,37.85%,537.07,169.96,11.98%,367.11,Digital Wallet,East
28-09-2024,2024,9,Q3,Store_3,Clothing,Dress,1,169.53,169.53,89.68,47.10%,79.85,18.06,10.65%,61.79,Cash,North
18-05-2022,2022,5,Q2,Store_3,Sports,Tennis Racket,8,289.75,2318.00,1176.76,49.23%,1141.24,464.13,20.02%,677.11,Card,West
30-11-2023,2023,11,Q4,Store_5,Toys,Board Game,5,223.6,1118.00,447.41,59.98%,670.59,277.55,24.83%,393.04,Card,South
25-10-2022,2022,10,Q4,Store_8,Electronics,Camera,3,163.33,489.99,217.99,55.51%,272.00,107.51,21.94%,164.49,Cash,South
03-11-2022,2022,11,Q4,Store_2,Home Decor,Lamp,4,249.29,997.16,480.78,51.79%,516.38,246.74,24.74%,269.64,Digital Wallet,East
29-01-2023,2023,1,Q1,Store_2,Home Decor,Curtains,14,68.02,952.28,650.72,31.67%,301.56,123.24,12.94%,178.32,Digital Wallet,West
20-02-2023,2023,2,Q1,Store_2,Sports,Gym Bag,4,298.3,1193.20,664.95,44.27%,528.25,258.48,21.66%,269.77,Card,East
28-12-2024,2024,12,Q4,Store_9,Electronics,Laptop,1,255.97,255.97,150.5,41.20%,105.47,28.68,11.20%,76.79,Card,East
29-05-2022,2022,5,Q2,Store_9,Electronics,Camera,2,244.01,488.02,258.81,46.97%,229.21,141.85,29.07%,87.36,Card,East
12-12-2022,2022,12,Q4,Store_10,Electronics,Laptop,13,82.31,1070.03,810.67,24.24%,259.36,289.34,27.04%,-29.98,Cash,North
19-06-2024,2024,6,Q2,Store_1,Home Decor,Table,10,160.65,1606.50,874.93,45.54%,731.57,461.13,28.70%,270.44,Digital Wallet,East
29-04-2023,2023,4,Q2,Store_4,Electronics,Laptop,11,455.86,5014.46,3044.12,39.29%,1970.34,502.48,10.02%,1467.86,Digital Wallet,South
16-04-2022,2022,4,Q2,Store_9,Sports,Tennis Racket,5,288.58,1442.90,969.3,32.82%,473.60,377.63,26.17%,95.97,Cash,West
14-10-2022,2022,10,Q4,Store_7,Electronics,Camera,18,32.34,582.12,421.5,27.59%,160.62,89.72,15.41%,70.90,Digital Wallet,South
22-05-2024,2024,5,Q2,Store_5,Groceries,Bread,10,96.39,963.90,688.72,28.55%,275.18,235.11,24.39%,40.07,Digital Wallet,West
17-05-2024,2024,5,Q2,Store_1,Sports,Tennis Racket,7,183.7,1285.90,949.6,26.15%,336.30,304.91,23.71%,31.39,Card,East
07-11-2024,2024,11,Q4,Store_1,Clothing,Shoes,7,130.41,912.87,616.91,32.42%,295.96,205.30,22.49%,90.66,Card,North
07-07-2023,2023,7,Q3,Store_10,Home Decor,Lamp,10,346.01,3460.10,2127.07,38.53%,1333.03,752.41,21.75%,580.62,Card,South
10-09-2024,2024,9,Q3,Store_4,Clothing,Dress,10,157.38,1573.80,667.2,57.61%,906.60,190.99,12.14%,715.61,Digital Wallet,East
22-12-2022,2022,12,Q4,Store_5,Sports,Running Shoes,19,406.59,7725.21,3142.39,59.32%,4582.82,782.76,10.13%,3800.06,Digital Wallet,South
18-11-2024,2024,11,Q4,Store_6,Toys,Puzzle,2,151.67,303.34,205.6,32.22%,97.74,80.10,26.41%,17.64,Card,West
07-03-2024,2024,3,Q1,Store_3,Sports,Running Shoes,3,6.72,20.16,12.33,38.84%,7.83,5.38,26.69%,2.45,Card,South
25-06-2022,2022,6,Q2,Store_1,Sports,Basketball,18,415.78,7484.04,3396.24,54.62%,4087.80,801.30,10.71%,3286.50,Cash,East
18-08-2023,2023,8,Q3,Store_8,Electronics,Headphones,8,168.2,1345.60,901.44,33.01%,444.16,180.98,13.45%,263.18,Digital Wallet,South
23-12-2023,2023,12,Q4,Store_3,Home Decor,Chair,2,63.46,126.92,57.66,54.57%,69.26,14.39,11.34%,54.87,Cash,North
15-10-2024,2024,10,Q4,Store_7,Sports,Gym Bag,16,159.84,2557.44,1115.36,56.39%,1442.08,331.35,12.96%,1110.73,Digital Wallet,East
22-12-2022,2022,12,Q4,Store_2,Clothing,Shoes,4,55.46,221.84,173.48,21.80%,48.36,48.32,21.78%,0.04,Digital Wallet,South
01-01-2023,2023,1,Q1,Store_5,Electronics,Headphones,6,53.57,321.42,185.94,42.15%,135.48,76.79,23.89%,58.69,Card,North
18-06-2023,2023,6,Q2,Store_6,Electronics,Tablet,10,73.21,732.10,451.75,38.29%,280.35,173.31,23.67%,107.04,Card,South
30-05-2023,2023,5,Q2,Store_9,Sports,Gym Bag,15,190.27,2854.05,1560.08,45.34%,1293.97,792.22,27.76%,501.75,Digital Wallet,East
16-12-2023,2023,12,Q4,Store_3,Sports,Running Shoes,15,275.38,4130.70,3184.08,22.92%,946.62,1059.91,25.66%,-113.29,Card,North
16-09-2023,2023,9,Q3,Store_5,Sports,Tennis Racket,1,144.79,144.79,62.77,56.65%,82.02,21.78,15.04%,60.24,Digital Wallet,East
23-08-2023,2023,8,Q3,Store_5,Toys,Action Figure,14,414.04,5796.56,4295.68,25.89%,1500.88,1344.69,23.20%,156.19,Cash,West
03-04-2023,2023,4,Q2,Store_3,Clothing,Dress,15,269.97,4049.55,2415.59,40.35%,1633.96,971.89,24.00%,662.07,Card,East
15-10-2022,2022,10,Q4,Store_7,Groceries,Milk,8,366.81,2934.48,1749.95,40.37%,1184.53,844.30,28.77%,340.23,Cash,West
17-07-2023,2023,7,Q3,Store_6,Groceries,Eggs,6,403.75,2422.50,1095.33,54.79%,1327.17,668.51,27.60%,658.66,Cash,South
30-09-2022,2022,9,Q3,Store_7,Electronics,Camera,19,357.01,6783.19,2854.27,57.92%,3928.92,1844.69,27.20%,2084.23,Cash,West
31-05-2023,2023,5,Q2,Store_2,Toys,Puzzle,17,333.01,5661.17,2408.21,57.46%,3252.96,919.49,16.24%,2333.47,Digital Wallet,East
20-01-2024,2024,1,Q1,Store_9,Toys,Puzzle,17,429.54,7302.18,5542.38,24.10%,1759.80,2112.82,28.93%,-353.02,Digital Wallet,West
14-12-2023,2023,12,Q4,Store_1,Sports,Basketball,14,428.34,5996.76,3550.01,40.80%,2446.75,999.69,16.67%,1447.06,Card,North
11-02-2024,2024,2,Q1,Store_3,Electronics,Laptop,4,79.05,316.20,131.77,58.33%,184.43,59.71,18.88%,124.72,Card,North
14-10-2022,2022,10,Q4,Store_6,Home Decor,Lamp,12,477.29,5727.48,3045.77,46.82%,2681.71,1039.71,18.15%,1642.00,Digital Wallet,West
11-08-2023,2023,8,Q3,Store_3,Clothing,Jeans,1,321.42,321.42,245.07,23.75%,76.35,73.72,22.94%,2.63,Digital Wallet,East
12-01-2022,2022,1,Q1,Store_5,Home Decor,Chair,15,233.4,3501.00,1992.47,43.09%,1508.53,915.07,26.14%,593.46,Cash,North
